INSTANCE_COUNT__ 		START_TIME_ 		END_TIME_ 			DURATION_ 	
1			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		311
2			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1279
3			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		421
4			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		306
5			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		822
6			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		900
7			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		415
8			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1055
9			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		459
10			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		834
11			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		322
12			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		689
13			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		499
14			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		269
15			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		499
16			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		473
17			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		866
18			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1001
19			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1215
20			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		828
21			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1056
22			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		936
23			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		500
24			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1098
25			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		403
26			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1112
27			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		778
28			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		1077
29			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		743
30			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		785
31			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		824
32			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		286
33			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		501
34			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		860
35			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		364
36			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		534
37			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		831
38			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		958
39			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		527
40			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		839
41			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		977
42			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		944
43			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		802
44			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		760
45			2015-10-29 11:02:48.0		2015-10-29 11:02:48.0		459
46			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		791
47			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		624
48			2015-10-29 11:02:48.0		2015-10-29 11:02:49.0		756
