INSTANCE_COUNT__ 		START_TIME_ 		END_TIME_ 			DURATION_ 	
1			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		89
2			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		103
3			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		96
4			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		81
5			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		77
6			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		97
7			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		88
8			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		59
9			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		75
10			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		51
11			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		44
12			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		71
13			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		64
14			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		28
15			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		109
16			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		79
17			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		35
18			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		54
19			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		27
20			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		29
21			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		28
22			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		58
23			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		73
24			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		72
25			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		221
26			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		37
27			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		103
28			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		24
29			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		184
30			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		78
31			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		163
32			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		74
33			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		61
34			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		14
35			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		37
36			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		208
37			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		31
38			2015-10-29 12:03:00.0		2015-10-29 12:03:00.0		44
