INSTANCE_COUNT__ 		START_TIME_ 		END_TIME_ 			DURATION_ 	
1			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		119
2			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		119
3			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		90
4			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		88
5			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		88
6			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		59
7			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		91
8			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		58
9			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		50
10			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		41
11			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		13
12			2015-10-29 11:51:20.0		2015-10-29 11:51:20.0		30
13			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		37
14			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		23
15			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		28
16			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		26
17			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		83
18			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		25
19			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		37
20			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		61
21			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		15
22			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		31
23			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		36
24			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		66
25			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		69
26			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		76
27			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		15
28			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		243
29			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		47
30			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		108
31			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		44
32			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		129
33			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		143
34			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		36
35			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		223
36			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		87
37			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		383
38			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		571
39			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		504
40			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		662
41			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		329
42			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		49
43			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		441
44			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		359
45			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		161
46			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		633
47			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		53
48			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		81
49			2015-10-29 11:51:21.0		2015-10-29 11:51:21.0		370
